thumbnail,id,date,issue_number,issue_id,page,url,download_image,text
"{""img_src"": ""https://nla.gov.au/nla.obj-535143964/image?WID=500"", ""width"": 250}",nla.obj-535143964,1943-07-28,3311,nla.obj-535078721,5,https://nla.gov.au/nla.obj-535143964,https://nla.gov.au/nla.obj-535143964/image,"

The Bulletin
Vol. 64.—N0. 3311.
Wednesday, July 28, 1943.
“COME ON, AUSTRALIA!”
“Mr Curtin compared the war in the Pacific to a football match in which the United Nation, had kicked off after the interval and were going to carry the ball
into enemy territory for a smashing victory.""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-448204849/image?WID=500"", ""width"": 250}",nla.obj-448204849,1890-09-13,552,nla.obj-448190965,7,https://nla.gov.au/nla.obj-448204849,https://nla.gov.au/nla.obj-448204849/image,"

The Bulletin
To! 1 J-A'o 553.
SATURDAY, SEPTEMBER 13, 1390.
Price, 6d.
'tmSr ‘
/ror/MC
/ PfiPFfi >
A&ww/
PMKES' PATWTi
PffiSl/ADB.R
11l
wr/A/G
&111
BULLET VERSUS BALLOT.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-597696901/image?WID=500"", ""width"": 250}",nla.obj-597696901,1940-11-13,3170,nla.obj-597674233,7,https://nla.gov.au/nla.obj-597696901,https://nla.gov.au/nla.obj-597696901/image,"

The Bulletin
Vol. 61. —No. 3170.
Wednesday, November 13, 1940.
THE SMALL-GAME HUNTER.
“You’d better look out, you obstreperous brute! There’s a big-game hunter I can hail.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-747966506/image?WID=500"", ""width"": 250}",nla.obj-747966506,1887-11-19,407,nla.obj-507994651,1,https://nla.gov.au/nla.obj-747966506,https://nla.gov.au/nla.obj-747966506/image,"

The Bulletin
Dandelion Bitters,
and healthiest Tonic made in Australia. These Bitters taken two or three times a day will give speedy relief in severe
Voils Debility, Dyspepsia, Rheumatism, Cutaneous Affections, and all disorders arising from an affected Liver, which is the
l&r* e than two-thirds of the ills that flesh is heir to. These Bitters (the principal drug of which is Dandelion) act directly
iija lV^ r a nd Kidneys, removing all impure secretions and rendering the Liver healthy and active, thus deriving health and hap-
°f melancholia, that vile disease which makes life a burden and not worth the living. These Bitters are tie best and
h Liver and Kidney Medicine known in Australia, and we cheerfully submit a few of the testimonials we have received.
e convinced.
Li Row and Company, of Sydney, have submitted to nae samples of their Dandelion Bitters, which they claim to be
1011 root only, save such necessary additions as are required to preserve them and make them agreeable to take. I have
Bitters' and conclude that they have been faithfully compounded, and that they really contain the constituents from
Sa id made. Dandelion is famous as a remedy for Liver and Kidney Complaints, and at the present time is largely
to le ine. In the present instance, being judiciously combined with aromatics, the remedy is agreeable to take and more con-
e stomach than the raw medicine
(Signed) WM. JOHNSON.
HHAD TTrTIS HBPOET.'
From WM. JOHNSON, Analytical Chemist to the Government of Victoria.
Melbourne, May 28tb, 1886.
k °w and Co.
Technical College Laboratory, May Bth, 1886.
piemen,—l have examined the sample marked Dandelion Bitters, and find that it is composed of the active principles of
aG< * °ther herbs, with the addition of sufficient spirit to make the preparation keep
fx t to be as Vood as any and better than most of the preparations sold as Bitters, both in composition and flavour.
b Yours truly, (Signed) WILL, A. DIXON.
Sydney, 13 | 10 |lBB7.
((Go., Sydney. . . ...
iV 8 tiv a simply my duty to let you know the marvellous effect your Row’s Dandelion Bitters have had upon my wife ; for a long time she was suffering from compli-
Vfhe a nd Kidneys, which, as a natural consequence, affected very much her general health, producing that wretched feeling of languor and general distaste for food, not
y ofc her well-known symptoms. American Hop Bitters were recommended, but did no good whatever. Fortunately we heard of your Dandelion Bitters, and
Ve lB ~£>hasful after each meal was simply magical ere the first bottle was finished the languor and weariness had disappeared, the appetite increased considerably, and
improved. Several friends have proved the Dandelion Bitters to be a splendid antidote for sea-sickness, and where formerly dreading a sea voyage they
. lo one with pleasure, thanks to your very palatable preparation. Feeling confident your Row’s Dandelion Bitters will very soon be looked upon as the best cf all
lcal faculty,
I remain, Dear Sirs,
Yours faithfully,
L
ij D. D.
e &e en at E. Rowe and Co’s. Office.
r ' . Post-ofhce, Homebueli, Oct. 12, 1887.
Ca *i testify to the wpnderful effect your ROW’S DANDELION - BITTERS have had on me. Being recommended by a friend to try them, I did so, for less of appe-
« * I took a wineglaasful of the BITTERS after every meal f r a wtel*, which I ann thankful to say has bad the dt&ued efftet. 1 had a relation apeLclirig a fortnight
it* lA °t eat without continually vomiting ; being very distressing 1 gave her DANDELION BITTERS aittr meals, and to her surprise the second day she was quite
a l&o a splendid cure for Indigestion, and can thoroughly recommend ROW’S DANDELION BITTERS to all who havd the above ailings,
Yours sincerely,
C. S. A. DOUTTY,
<S, n Postmaster.
j W arx<i Co. Sydney.
i. Je tter received by E. Row and Co. : _
“Melbourne, September 30, 1887.
i >as sage over, thanks to ROW’S DANDELION BITTERS, although I thought at first I was going to be very sick. My friend was as sick as a dog, so I took the
a M gave him a dose, which gave him relief at once. Others on board also took Row’s Dandelion Bitters, with great benefit.
“HENRY BRIDGEMAN.”
i j “ September 27, 1887.
aVIn S suffered for many years from affection of the liver, and having tried many different remedies without <
\b J? Bittors - lam glad to say that the benefit I have derived from them has far exceeded anything I have t;
e)1 a midwife for the past 23 years.
effect, I was induced by seeing your
advertisement to
taken before lam well-known among the medical pro-
“ (Signed) ELIZABETH WATSON, 37, Dixon-street.”
K Crrlsr tlxe
WARD ROW AND COMPANY.
9
"
"{""img_src"": ""https://nla.gov.au/nla.obj-671892267/image?WID=500"", ""width"": 250}",nla.obj-671892267,1913-07-24,1745,nla.obj-671850117,9,https://nla.gov.au/nla.obj-671892267,https://nla.gov.au/nla.obj-671892267/image,"

The Bulletin
at the General Post Office, Sydney, for Transmission by Pose as a Newspaper:
You 34.—N0. 1745.
THURSDAY. JULY 24. 1913.
Prioh 611.
THE FEDERAL POSTAGE STAMP.
Joseph Cook in his speech at Ballarat: “The Kangaroo has had sentence of death passed on him.”
JUDGE COOK: “You are found guilty of being a purely Australian animal discovered at large on a purely Australian stamp.
And the sentence of this Court is that you be taken back to the gum-tree from which you came, and there hanged by the
neck until you are dead.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-562460107/image?WID=500"", ""width"": 250}",nla.obj-562460107,1936-12-09,2965,nla.obj-562440244,7,https://nla.gov.au/nla.obj-562460107,https://nla.gov.au/nla.obj-562460107/image,"

The Bulletin
Vol. 57.—N0. 2965.
December 9, 1936.
“WE’LL STICK TO THE SHIP, LADY—YOU SAVE YOUR LIFE.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-689272830/image?WID=500"", ""width"": 250}",nla.obj-689272830,1888-01-28,417,nla.obj-508016678,1,https://nla.gov.au/nla.obj-689272830,https://nla.gov.au/nla.obj-689272830/image,"

20,000
Roller skates
READY
FOR
DELIVERY.
Roller skates
Roller skates
Roller skates
Roller skates
Roller skates
Roller skates
Roller skates
p
A word to persons intending opening skating
rinks.—Four things are conducive to the success
of a rink, namely : —A good floor, good music,
good order, and, above all, GOOD SKATES.
The following is a list of the leading American
skates, all of which we have in stock, and can
deliver at once :
Persons intending opening
lll ks, as well as wholesale and
ironmongers, and dealers,
find it to their advantage
&ee these lots at once
. fi r anch office will be opened
Sydney shortly, due notice
will be given in this.
a Per.
IDEAL
RAYMOND
CONNER
EUREKA
WALTHAM
WINSLOW
CROCKER
FEUTON
DUPLEX
WHITE
SKATES
SKATES
SKATES
SKATES
SKATES
SKATES
SKATES
SKATES
SKATES
SKATES
' Note to Rink Managers.—
Don’t lisk the success of your
rinks by the use of inferior
skates.
Bear in mind that we have
in stock all the successful makes
that have been used in America
and elsewhere, and act accor-
dingly
HEAD OFFICE :
ST. KILDA SKATING RINK, MELBOURNE.
A. IST. RIDGELY.
The Bulletin
"
"{""img_src"": ""https://nla.gov.au/nla.obj-618945282/image?WID=500"", ""width"": 250}",nla.obj-618945282,1922-02-09,2191,nla.obj-618909727,7,https://nla.gov.au/nla.obj-618945282,https://nla.gov.au/nla.obj-618945282/image,"

The Bulletin
.Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a .Newspaper.
Vol. 43.—N0. 2191.
THURSDAY, FEBRUARY 9, 1922.
Price 6d.
THE SINKING WHEELS.
“Get off and push together, you fools, or you’ll be bogged for good!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-660642788/image?WID=500"", ""width"": 250}",nla.obj-660642788,1908-11-26,1502,nla.obj-660641832,7,https://nla.gov.au/nla.obj-660642788,https://nla.gov.au/nla.obj-660642788/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper,
Vol. 29.—N0. 1502.
THURSDAY, NOVEMBER 26, 1908.
PIUOB 6»;
GEORGE REID’S RETIREMENT -PARTING WORDS.
George Reld (to heart-broken cartoonist): “Cheer up, old man, there are others!”
Cartoonist ( pointing to job-lot of “ leading men”): “ Yes, but look at ’em! Not a feature to get hold of; not even an eye-glass ! ” (Weeps afresh.)
"
"{""img_src"": ""https://nla.gov.au/nla.obj-676717020/image?WID=500"", ""width"": 250}",nla.obj-676717020,1889-01-05,464,nla.obj-488915190,1,https://nla.gov.au/nla.obj-676717020,https://nla.gov.au/nla.obj-676717020/image,"

Aik your
Grocer for
Frys Malted Cocoa.
J. S. FRY & SOJSS, Bristol London and Sydney.
“ An ordinary cap contains more active properties of malt than a pint of the beet Ale or Porter. I’—LANCWEg 1 ’—LANCWEg
TAILORING COMP/
ARE THE
LARGEST TAILORS IN THE COLONiw
Write for Patterns and Self-Measurement Chart.
/ -
Fit Guaranteed or Money Returned.
ZBxaxiclx in. 3iTe-w Sea.tlx ‘VTa-les
CORNER OF
a&d Qeorge Street Arcade, SYDNEY
■
JP
ALSO AT
and 99 Bourke St., North Side.
96 Bourke Street, South Side.
Corner Eastern Market, Bourke St.
64 Lonsdale Street.
DIME
7 and 99 Eourke St., North Side.
96 Bourke Street, South Side.
Corner Eastern Market, Bourke St.
84 Lonsdale Street.
HEAD OFFICE •
29 Basinghall Street, London.
a r
The Bulletin
"
"{""img_src"": ""https://nla.gov.au/nla.obj-631383456/image?WID=500"", ""width"": 250}",nla.obj-631383456,1939-09-06,3108,nla.obj-631376160,11,https://nla.gov.au/nla.obj-631383456,https://nla.gov.au/nla.obj-631383456/image,"

ON HIS KNEES AGAIN.
“In those hours of August, 1914, I sank upon my knees and with an overflowing heart I thanked heaven for having accorded me the happiness of being alive at such a time.""
—Hitler in “Mein Kampf.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-490603156/image?WID=500"", ""width"": 250}",nla.obj-490603156,1895-11-09,821,nla.obj-490564592,7,https://nla.gov.au/nla.obj-490603156,https://nla.gov.au/nla.obj-490603156/image,"

The Bulletin
Registered at the General Post Office. Sydney, -or transmission hv post as a Newspaper.
Vox. 16.— N0. 821,
SATURDAY, NOVEMBER 9, 1895.
Price, 6d.
df
THE ROFE CASE.
“No rogue need fear the halter draw
If ‘well-connected ’ WITH THE LAW."" —New Reading,
"
"{""img_src"": ""https://nla.gov.au/nla.obj-656857357/image?WID=500"", ""width"": 250}",nla.obj-656857357,1914-11-19,1814,nla.obj-656743885,7,https://nla.gov.au/nla.obj-656857357,https://nla.gov.au/nla.obj-656857357/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Vol. 35.—N0. 1814.
THURSDAY, NOVEMBER 19, 1914.
Prick So.
DROPPING THE PIRATE.
The name of the Kaiser as Admiral of the Fleet has been struck off the British Navy List.
This is based to some extent on the famous picture, “Dropping the Pilot.” The difference lies in the disrespect of the dropper and the inverted attitude of the dropped.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-600924613/image?WID=500"", ""width"": 250}",nla.obj-600924613,1931-08-12,2687,nla.obj-600905115,7,https://nla.gov.au/nla.obj-600924613,https://nla.gov.au/nla.obj-600924613/image,"

The Bulletin
Yol. 52. —No. 2687.
August 12, 1931.
THE THINKER, — (With apologies to Rodin).
"
"{""img_src"": ""https://nla.gov.au/nla.obj-609970503/image?WID=500"", ""width"": 250}",nla.obj-609970503,1927-04-28,2463,nla.obj-609969162,9,https://nla.gov.au/nla.obj-609970503,https://nla.gov.au/nla.obj-609970503/image,"

The Bulletin
Vol. 48—Xo. 2463.
April 28, 1927.
COMRADES.
“The leaders of the two factions within the N.S.W. Labor party are still breathing threats of excommunication against each other.”
BOTH TOGETHER: “Give me the pleasure, my dear sir!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-491254888/image?WID=500"", ""width"": 250}",nla.obj-491254888,1893-11-04,716,nla.obj-491222198,5,https://nla.gov.au/nla.obj-491254888,https://nla.gov.au/nla.obj-491254888/image,"

The Bulletin
Registered at the General Post Office, Sydney, for transmission by port as a Ifewspaper,
Vol. 13-W0.710.
SATURDAY, NOVEMBER 4, 1893.
Wwif t 6d.
h
/?n Cju/yf//?
•I
TH Jawj *jo> bijt, Ifc
_J)4»vftr«. 15\ jLM?-JU,O bird, .
A h 3 'shah framiouc I ""
J - -41/ce /tj JVoyclert&ycf
ALICE IN BLUNDERLAND.
THE VERY FRUMIOUS BANDERSNATCH OF N.S.W. (to the M' Whannel girl) : ""There, £15OO is quite enough for the leg of a common little person like you. Take it,
or beware of the jaws that bite, the claws that scratch.""
(Vide “ Judge Made Law"" [?] this issue of THE BULLETIN .
"
"{""img_src"": ""https://nla.gov.au/nla.obj-660272902/image?WID=500"", ""width"": 250}",nla.obj-660272902,1908-08-13,1487,nla.obj-660204709,7,https://nla.gov.au/nla.obj-660272902,https://nla.gov.au/nla.obj-660272902/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Vol. 29.—N0. 1487.
THURSDAY, AUGUST 13, 1908.
PitICK 6d
LAMENTABLE ATTEMPT TO RESTORE THE APPARENTLY DROWNED.
BEING THE CONDENSED HISTORY OF THE RECENT FREETRADE CONGRESS IN LONDON.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-665875299/image?WID=500"", ""width"": 250}",nla.obj-665875299,1920-09-23,2119,nla.obj-665809848,7,https://nla.gov.au/nla.obj-665875299,https://nla.gov.au/nla.obj-665875299/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W. Australia, for Transmission by Post as a Newspaper
VOL. 41. —No. 2119.
THURSDAY, SEPTEMBER 23, 1920.
Pbice 9d.
“IN THE SPRING THE YOUNG MAN’S FANCY TRIES TO TURN
TO THOUGHTS OF LOVE.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-553422155/image?WID=500"", ""width"": 250}",nla.obj-553422155,1935-08-21,2897,nla.obj-553404246,7,https://nla.gov.au/nla.obj-553422155,https://nla.gov.au/nla.obj-553422155/image,"

The Bulletin
Vol. 56.—N0. 2897.
August 21, 1935.
“CIVILISATION MUST GET FOR’ARD.”
“Exploring in New Guinea, Hides and O’Malley came upon a strange and interesting people, evidently very happy, in a wonderful valley, extensively cultivated.”
“Say, Yurrup, we gaht ta civilise these guys.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-518507811/image?WID=500"", ""width"": 250}",nla.obj-518507811,1951-11-21,3745,nla.obj-518412572,5,https://nla.gov.au/nla.obj-518507811,https://nla.gov.au/nla.obj-518507811/image,"

The Bulletin
Vol. 72—No. 3745
Wednesday, November 21, 1951
“BE IN IT!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-562273423/image?WID=500"", ""width"": 250}",nla.obj-562273423,1936-08-12,2948,nla.obj-562254876,7,https://nla.gov.au/nla.obj-562273423,https://nla.gov.au/nla.obj-562273423/image,"

The Bulletin
Vol. 57. —No. 2948.
August 12, 1936.
DEADLOCK.
“Your move, I’m sure.”
“No, very right honorable sir—your move.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-605029811/image?WID=500"", ""width"": 250}",nla.obj-605029811,1933-02-22,2767,nla.obj-604988835,7,https://nla.gov.au/nla.obj-605029811,https://nla.gov.au/nla.obj-605029811/image,"

The Bulletin
Vol. 54.-* —No. 2767.
February 22, 1933.
THE CALL FOR ECONOMY.
Recruiting for the Commonwealth Public Service, which has been suspended in recent years, will probably be resumed at an early date. The Public Service
Commissioner (Mr W. Clemens) said to-day that action on these lines would soon have to be taken as the excess permanent officers in the service Wad now been
almost completely absorbed. The permanent staff now numbers about 27,500, with, about 4500 temporary employees.”
BOSS DWARF: “Hurry up! He can eat all that when he unbuttons his waistcoat.”
TAXPAYER DWARF: “Make him keep it buttoned and put a bit less in his plate.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-659114186/image?WID=500"", ""width"": 250}",nla.obj-659114186,1902-01-25,1145,nla.obj-659102490,7,https://nla.gov.au/nla.obj-659114186,https://nla.gov.au/nla.obj-659114186/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission as a Newspaper.
Vot. 23.—N0. 1145.
SATURDAY, JANUARY 25, 1002.
Prick sp.
MR. REID SPENDS MOST OF HIS LEISURE FISHING.-(Daily Paper.)
"
"{""img_src"": ""https://nla.gov.au/nla.obj-538972225/image?WID=500"", ""width"": 250}",nla.obj-538972225,1945-01-03,3386,nla.obj-538971058,5,https://nla.gov.au/nla.obj-538972225,https://nla.gov.au/nla.obj-538972225/image,"

The Bulletin
Vol. 66—No. 3386
Wednesday, January 3, 1945
ENOCH ARDEN CURTIN RETURNS.
He, shaking his grey head pathetically,
Repeated muttering “cast away and lost"":
Again in deeper inward whispers ""lost.""
That which he better might have shunned he saw;
Francis, the slighted suitor of old times,
Stout, rosy, with his babe across his knees.
And Enoch would have knelt, but that his knees
Were feeble, so that falling prone he dug
His fingers into the wet earth, and prayed.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-578622726/image?WID=500"", ""width"": 250}",nla.obj-578622726,1939-11-08,3117,nla.obj-578546818,7,https://nla.gov.au/nla.obj-578622726,https://nla.gov.au/nla.obj-578622726/image,"

ELASTIC SIDES.
“The Soviet is striving for peace.”— Communist paper.
He picks his marks, does Comrade Joe,
Who rules the far-flung Russian land.
While Gaul and Briton fight the foe,
He aims at peace—on either hand.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-681148472/image?WID=500"", ""width"": 250}",nla.obj-681148472,1917-09-13,1961,nla.obj-681122305,7,https://nla.gov.au/nla.obj-681148472,https://nla.gov.au/nla.obj-681148472/image,"

The Bulletin
Registered at tiic General Post Office, Sydney, X.S.W., Australia, for Transmission by Post as a Xewspaper.
Vol. 38.—N0. 1961.
THURSDAY, SEPTEMBER 13, 1917.
I'RTCF 60.
“NO VICTIMISATION!”
""And now, having blackened your eye and torn your clothes, my friend here, having no quarrel with you, is ready to resume work.
But no victimisation, remember: —no victimisation and no resentment!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-690463671/image?WID=500"", ""width"": 250}",nla.obj-690463671,1905-02-23,1306,nla.obj-690447150,9,https://nla.gov.au/nla.obj-690463671,https://nla.gov.au/nla.obj-690463671/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Voh. 26.—N0. 1306.
THURSDAY, FEBRUARY 23, 1005.
Prior 6d.
NON-RESTRTCTED IMMIGRANTS.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-671853594/image?WID=500"", ""width"": 250}",nla.obj-671853594,1903-05-02,1211,nla.obj-671724360,9,https://nla.gov.au/nla.obj-671853594,https://nla.gov.au/nla.obj-671853594/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission as a Newspaper.
Voi,. 24.— N0. 1211.
SATURDAY, MAY 2, 1903.
PbR» 6dc
RIVAL SAINTS—ST. GEORGE AND ST. JOSEPH.
G. H. Reid in a new role. (Melbourne political gossip says that G. H. Reid
hopes to find Premier Barton definitely committed to Imperialism so that he may
woo the Labor Party on an Australian nationalist programme as regards a
preferential tariff and the navy.)
N.S.W. Opposition Leader Joseph Carruthers has issued his manifesto. It
says that he is Joseph and that he will abolish all political sin. That’s all
it says.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-442844559/image?WID=500"", ""width"": 250}",nla.obj-442844559,1889-09-14,500,nla.obj-442754507,3,https://nla.gov.au/nla.obj-442844559,https://nla.gov.au/nla.obj-442844559/image,"

The Bulletin
Vol. 10-No, 500.
SATURDAY, SEPTEMBER 14, 1889.
Price, 6d v
The Road to Jericho-With Variations.
""Then said Bruce Smith, the Levitc, unto him that had fallen among Capitalists, ‘Lo! before I help you I must wait until I hear the Capitalists' side of the story
likewise. And he passed him by on the other side.”—LUKE X.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-518207704/image?WID=500"", ""width"": 250}",nla.obj-518207704,1951-04-04,3712,nla.obj-518156872,5,https://nla.gov.au/nla.obj-518207704,https://nla.gov.au/nla.obj-518207704/image,"

The Bulletin
Vol, 72—No. 3712
Wednesday, April 4,
fsg
“WE CAN ALWAYS TRY TO BE HONEST.”
— Mr. Chifley, giving “Labor's” policy.
""She was po-o-o-r, but she was honest—
Or, at least, she tried her best....""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-617419939/image?WID=500"", ""width"": 250}",nla.obj-617419939,1923-12-13,2287,nla.obj-617418114,11,https://nla.gov.au/nla.obj-617419939,https://nla.gov.au/nla.obj-617419939/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 44.—N0. 2287.
THURSDAY, DECEMBER 13, 1923.
Pbice 6d.
A SPRING SYMPHONY.
“Billy Hughes was the brainiest Prime Minister this country has ever had. I know you think Billy will never come back; but just you wait and see. There was a
movement among the waterside workers in Sydney just lately to get Billy back into the Labor movement.” —Thomas Walsh to a Melbourne interviewer.
DAISY HUGHES: “Ha, do I hear gentle voices approaching?”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-629878153/image?WID=500"", ""width"": 250}",nla.obj-629878153,1921-08-04,2164,nla.obj-629846965,7,https://nla.gov.au/nla.obj-629878153,https://nla.gov.au/nla.obj-629878153/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
VOL. 42.—N0. 2164.
THURSDAY, AUGUST 4, 1921.
Pbicej 9d.
A LITTER FROM AUSTRALIA
demonstrations and strikes a number of women were shot in Petrograd.""-Cable
“Please. Mister, have yon seen me mother? Uncle Ivan's written from Australia to say a lot of his friends want to come ’nd live with us.""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-448673716/image?WID=500"", ""width"": 250}",nla.obj-448673716,1891-03-07,577,nla.obj-448615210,7,https://nla.gov.au/nla.obj-448673716,https://nla.gov.au/nla.obj-448673716/image,"

The Bulletin
Voi. 11-No. 577.
SATURDAY, MARCH 7, 1891.
Price, 6d.
UNCLEAN LEGISLATORS.
“ When commenting recently upon the position in which the O’Shea
disclosures placed Mr. Parnell we expressed satisfaction at the giowth
of a public opinion which refused to accept public sen ices, however
eminent, in eondoneraent of criminal personal conduct. . . . And
public opinion is perfectly right. .... The public verdict in the
cases of Dilke and Parnell emphatically assorts that morality must in
future be as essential to public life as ability, and that the absence of
the one cannot be compensated for by the presence of the other. Ihe
strong public sentiment which in England lately has been pronouncing
inexorable ostracism against transgressors ,of tie moral code is based
on an increased understanding of .ethical morality,. The feeling which
underlies it is not only abhorrence of criminality per se, but a right
apprehension of the fact that one who is guilty of private transgression
cannot be trusted with the conscientious discharge of public duties.
. . , . It is a pretty safe maxim that whoever will deal selfishly
and dishonestly with his fellow-men ?is individuals will do the tame
with them as a whole when the opportunity presents itself. To place
in positions of supreme trust as law-makers and custodians of public
finances men who cannot in .their own personal affairs present a clean
record is about the same as to choose bank-managers from among
known pickpockets The doors of Parliament should stand
firmly closed against the trickster whose career has led him to them
through a course of dishonest a,nd dubious actions . . . and to the
foul and lecherous creature whose domestic conduct is a blot and a dis-
grace upon the society which his presence pollutes. • • • • We are
not so short of men or of manhood in N.S. Wales as to be forced to
seek law-makers in the ranks of hypocritical . . . adulterers. The
people must insist more than they have yet done upon getting repre-
sentatives conduct is able to bear daylight upon it in every par-
ticular either in or out of Parliament. _ We want honest and trust-
worthy men to make our laws, not salacious reprobates .... or
unscrupulous scoundrels.” — Sydney Ministerial Organ, 2Gth Feb.,
1891.
THE STRAIGHT TIP.
PARRES (reading Sydney D. T. leader); “Quite right. My word, we must put all such people out of Parliament.""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-617846941/image?WID=500"", ""width"": 250}",nla.obj-617846941,1924-12-04,2338,nla.obj-617762335,11,https://nla.gov.au/nla.obj-617846941,https://nla.gov.au/nla.obj-617846941/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 45. — No. 2838.
THURSDAY, DECEMBER 4, 1924.
Pbicb 6d.
THE GYPPO’S LITTLE MISTAKE.
“Allah! Bismullah! It’s a lion. I thought it was a dog!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-617600119/image?WID=500"", ""width"": 250}",nla.obj-617600119,1924-04-17,2305,nla.obj-617536785,11,https://nla.gov.au/nla.obj-617600119,https://nla.gov.au/nla.obj-617600119/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspapei.
Vol. 45. —No. 2305.
THURSDAY, APRIL 17, 1924.
Pbice 6n.
TOO LONG IN THE TOOTH.
“There is no concealing the fact that Nationalism is a party of old men with old rinds.”
THE BOSS: “It’s easy enough to dye him a different color, as I have before. But how am I to keep the public from seeing his mouth?”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-664672173/image?WID=500"", ""width"": 250}",nla.obj-664672173,1896-05-02,846,nla.obj-664593616,7,https://nla.gov.au/nla.obj-664672173,https://nla.gov.au/nla.obj-664672173/image,"

The Bulletin
Registered at the General Post Office, Sydney, for transmission by post as a Newspaper.
vol. 17. —N0. 846.
SATURDAY, MAY 2, 1896.
p,^.
FINIS!
"
"{""img_src"": ""https://nla.gov.au/nla.obj-659745073/image?WID=500"", ""width"": 250}",nla.obj-659745073,1905-08-31,1333,nla.obj-659732838,9,https://nla.gov.au/nla.obj-659745073,https://nla.gov.au/nla.obj-659745073/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by, Post as a Newspaper.
Vol. 26.-No. 1333.
THURSDAY, AUGUST 31, 1905.
Pkiok Co.
THE REQUIRED CASUS BELLI.
As Carruthers says that ha isn't satisfied with Prime Minister Deakin's conduct in not providing a case to be submitted to the High
Court re the Australian Capital, The Bulletin suggests that Federal and local politicians fight the question out at Dalgety. Then Carruthers
can take his Federal Capital problem (and his torn ear) to law, and the other party can plead provocation, and Justiliable insecticide,
and thus get the matter inquired into,
"
"{""img_src"": ""https://nla.gov.au/nla.obj-646620336/image?WID=500"", ""width"": 250}",nla.obj-646620336,1911-01-19,1614,nla.obj-646604186,7,https://nla.gov.au/nla.obj-646620336,https://nla.gov.au/nla.obj-646620336/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Vol. 32.—N0. 1614.
THURSDAY, JANUARY 19, 1911.
Pkick 6d.
SLEEPING AT HIS HOMEWORK.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-617627805/image?WID=500"", ""width"": 250}",nla.obj-617627805,1924-05-22,2310,nla.obj-617588791,11,https://nla.gov.au/nla.obj-617627805,https://nla.gov.au/nla.obj-617627805/image,"

The Bulletin
Registered at the General Post Office, Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 45.—N0. 2310.
THURSDAY, MAY 22,. 1924.
Pbice 6d.
DON’T DISTURB THE HENS!
“Probably the N.S.W. Parliament will not assemble before July. Although no agreement has been entered into, the Government will have the support of the Progres-
sives. That party having achieved the appointment of a Royal Commission on New States and an expert inquiry into the Railways, the Government does not expect
any hostility from it in the coming session.” ,
KIND GENTLEMAN GEORGE: “Now, what do you think—the chickens are all for you! Rut you’ll have to be a good boy and not make a sound till they re
hatched.""
"
